Gene	S11
BnaA01g07750D--BnaA03g55070D	2
BnaA01g07750D--BnaAnng17740D	44
BnaA01g07750D--BnaAnng17740D--BnaA03g55070D	1
BnaA01g07790D	2
BnaA01g07790D--BnaAnng33770D	13
BnaA01g07800D	2
BnaA01g07800D--BnaA01g07780D--BnaCnng20270D--BnaCnng54180D--BnaAnng24860D--BnaAnng33770D	2
BnaA01g07800D--BnaAnng24860D	16
BnaA01g07800D--BnaAnng24860D--BnaAnng33770D	30
BnaA01g07800D--BnaAnng33770D	5
BnaA01g07800D--BnaCnng20270D--BnaCnng54180D--BnaAnng24860D--BnaAnng33770D	6
BnaA01g07810D	42
BnaA01g07820D	25
