Gene	S10
BnaA01g03000D	6
BnaA01g03010D	148
BnaA01g03010D--BnaA08g11370D--BnaCnng47320D	2
BnaA01g03020D	1
BnaA01g03040D	13
BnaA01g03050D	1403
BnaA01g03050D--BnaA09g08500D	20
BnaA01g03050D--BnaC06g20070D	443
BnaA01g03050D--BnaC06g20070D--BnaC03g77220D	2
BnaA01g03050D--BnaC06g20080D	69
BnaA01g03050D--BnaC06g20080D--BnaA08g11610D--BnaC03g77220D	161
BnaA01g03050D--BnaC06g20080D--BnaA09g08500D--BnaA08g11610D--BnaC03g77220D	1
BnaA01g03050D--BnaC06g20080D--BnaA09g08500D--BnaC03g77220D	1
BnaA01g03050D--BnaC06g20080D--BnaC03g77220D	53
BnaA01g03060D	894
BnaA01g03070D	170
BnaA01g03080D	17
BnaA01g03090D	5
BnaA01g03100D	80
BnaA01g03110D	14
BnaA01g03120D	80
BnaA01g03130D	34
BnaA01g03130D--BnaA03g50750D	1
BnaA01g03140D	25
BnaA01g03150D	917
BnaA01g03180D--BnaA01g03170D	3
BnaA01g03190D	1
BnaA01g03200D	706
BnaA01g03210D	59
BnaA01g03210D--BnaA07g32720D	5
BnaA01g03210D--BnaC02g13880D	14
BnaA01g03220D	11
BnaA01g03220D--BnaA03g50630D	3
BnaA01g03220D--BnaAnng34680D	26
BnaA01g03230D	223
BnaA01g03230D--BnaA08g11450D	1
BnaA01g03230D--BnaC03g66410D--BnaA08g11450D	50
BnaA01g03230D--BnaC04g25670D	41
BnaA01g03230D--BnaC04g25670D--BnaA08g11450D	6
BnaA01g03240D	487
BnaA01g03260D	1
BnaA01g03270D	280
BnaA01g03280D	98
BnaA01g03290D	6
BnaA01g03290D--BnaC03g66430D	1
BnaA01g03300D	37
BnaA01g03310D	110
BnaA01g03320D	1094
BnaA01g03330D	184
BnaA01g03340D	38
BnaA01g03350D	39
BnaA01g03360D	50
BnaA01g03360D--BnaA03g52570D	6
BnaA01g03370D	79
BnaA01g03380D	457
BnaA01g03390D	230
BnaA01g03400D	752
BnaA01g03410D	60
BnaA01g03410D--BnaAnng40740D	56
BnaA01g03420D	81
BnaA01g03430D	306
BnaA01g03440D	150
BnaA01g03450D	197
BnaA01g03460D	212
BnaA01g03470D	4
BnaA01g03480D	166
BnaA01g03500D	29
BnaA01g03510D	255
BnaA01g03520D	17
BnaA01g03520D--BnaC03g66590D--BnaA08g11780D	3
BnaA01g03530D	58
BnaA01g03530D--BnaA03g52500D--BnaAnng37460D	1
BnaA01g03540D	109
BnaA01g03540D--BnaCnng66970D	11
BnaA01g03550D	158
BnaA01g03560D	103
BnaA01g03560D--BnaA03g52450D	2
BnaA01g03570D	12
BnaA01g03580D	88
BnaA01g03590D	412
BnaA01g03590D--BnaA03g52090D	1
BnaA01g03600D	393
BnaA01g03600D--BnaA03g52440D	16
BnaA01g03600D--BnaC03g66710D	11
BnaA01g03600D--BnaC03g66710D--BnaA08g11850D	5
BnaA01g03610D	475
BnaA01g03620D	38
BnaA01g03630D	418
BnaA01g03630D--BnaA03g52420D	4
BnaA01g03630D--BnaC03g66740D--BnaA03g52420D	1
BnaA01g03630D--BnaC03g66740D--BnaA08g11880D	6
BnaA01g03630D--BnaC03g66740D--BnaA08g11880D--BnaA03g52420D	2
BnaA01g03640D	271
BnaA01g03640D--BnaA03g52400D	5
BnaA01g03640D--BnaC01g40760D	119
BnaA01g03640D--BnaCnng63540D	132
BnaA01g03650D	82
BnaA01g03650D--BnaA03g52390D	3
BnaA01g03660D	23
BnaA01g03670D	31
BnaA01g03680D	271
BnaA01g03730D	129
BnaA01g03740D	55
BnaA01g03760D	3
BnaA01g03780D	35
BnaA01g03790D	754
BnaA01g03790D--BnaA08g11910D	3
BnaA01g03790D--BnaC03g66770D	3
BnaA01g03800D	318
BnaA01g03810D	104
BnaA01g03810D--BnaAnng32060D	94
BnaA01g03820D	12
BnaA01g03830D	17
BnaA01g03830D--BnaA03g52330D	1
BnaA01g03840D	376
BnaA01g03840D--BnaA03g52320D	9
BnaA01g03850D	5
BnaA01g03860D	8387
BnaA01g03880D	299
BnaA01g03880D--BnaC05g25630D	1
BnaA01g03890D	87
BnaA01g03910D	11
BnaA01g03940D	1
BnaA01g03950D	1
BnaA01g03950D--BnaA01g03890D	76
BnaA01g03960D	75
BnaA01g03960D--BnaA01g03910D	3
BnaA01g03960D--BnaA01g03910D--BnaCnng75200D	2
BnaA01g03990D--BnaC07g08330D--BnaC07g22310D--BnaC02g23020D--BnaA08g03270D	1
BnaA01g03990D--BnaC07g22310D--BnaA08g03270D	2
BnaA01g03990D--BnaC07g22310D--BnaC02g23020D--BnaA08g03270D	1
BnaA01g04000D	1198
BnaA01g04010D	135
BnaA01g04020D	76
BnaA01g04030D	513
BnaA01g04040D	104
BnaA01g04050D	12
BnaA01g04050D--BnaA03g52230D	1
BnaA01g04070D	8
BnaA01g04080D	6
BnaA01g04100D	892
BnaA01g04110D	41
BnaA01g04120D	137
BnaA01g04120D--BnaA03g02750D--BnaA08g12000D--BnaC03g66890D	1
BnaA01g04120D--BnaA08g12000D	7
BnaA01g04130D	245
BnaA01g04140D	4
BnaA01g04150D	19
BnaA01g04160D	51
BnaA01g04170D	6
BnaA01g04200D	481
BnaA01g04200D--BnaA03g52190D	16
BnaA01g04200D--BnaA08g12030D	2
BnaA01g04210D	4
BnaA01g04220D	51
BnaA01g04230D--BnaA01g34740D	377
BnaA01g04270D	149
BnaA01g04280D	31
BnaA01g04290D	89
BnaA01g04290D--BnaA08g12070D	1
BnaA01g04290D--BnaC03g67000D	4
BnaA01g04300D	96
BnaA01g04310D	100
BnaA01g04330D	4
BnaA01g04340D	285
BnaA01g04360D	757
BnaA01g04380D	130
BnaA01g04380D--BnaCnng59900D	17
BnaA01g04380D--BnaCnng61020D	70
BnaA01g04390D	118
BnaA01g04390D--BnaA01g04380D	194
BnaA01g04390D--BnaA01g04380D--BnaCnng59900D	30
BnaA01g04390D--BnaA01g04380D--BnaCnng61020D	33
BnaA01g04390D--BnaCnng59900D	107
BnaA01g04390D--BnaCnng61020D	23
BnaA01g04420D	503
BnaA01g04430D	115
BnaA01g04440D	344
BnaA01g04450D	695
BnaA01g04460D	142
BnaA01g04470D	42
BnaA01g04480D	371
BnaA01g04480D--BnaA03g52120D	4
BnaA01g04480D--BnaA08g12150D	2
BnaA01g04480D--BnaC03g67130D	4
BnaA01g04510D	412
BnaA01g04510D--BnaA08g12170D	55
BnaA01g04520D	486
BnaA01g04520D--BnaA08g12180D--BnaC03g67280D	1
BnaA01g04520D--BnaC03g67280D	10
BnaA01g04530D	5
BnaA01g04540D	347
BnaA01g04540D--BnaA08g12190D	1
BnaA01g04540D--BnaA08g12190D--BnaC03g67290D	2
BnaA01g04550D	473
BnaA01g04560D	27
BnaA01g04570D	75
BnaA01g04580D	46
BnaA01g04590D	322
BnaA01g04600D	2225
BnaA01g04600D--BnaA03g52020D	34
BnaA01g04610D	102
BnaA01g04620D	1013
BnaA01g04640D	112
BnaA01g04650D	263
BnaA01g04660D	1194
BnaA01g04660D--BnaA08g12240D	7
BnaA01g04670D	174
BnaA01g04670D--BnaA03g51990D	1
BnaA01g04680D	67
BnaA01g04690D	4
BnaA01g04700D	1176
BnaA01g04710D	116
BnaA01g04720D	33
BnaA01g04730D	327
BnaA01g04740D	9173
BnaA01g04750D	745
BnaA01g04750D--BnaC02g17910D	46
BnaA01g04750D--BnaC02g17910D--BnaC02g46090D	10
BnaA01g04750D--BnaC02g17920D	9
BnaA01g04750D--BnaC02g17930D--BnaC02g46080D	2
BnaA01g04750D--BnaC02g46080D	2
BnaA01g04750D--BnaC02g46090D	8
BnaA01g04760D	272
BnaA01g04760D--BnaA08g30620D	62
BnaA01g04770D	431
BnaA01g04770D--BnaA03g51930D	1
BnaA01g04780D	252
BnaA01g04780D--BnaA08g30600D	17
BnaA01g04790D	279
BnaA01g04800D	108
BnaA01g04840D	367
BnaA01g04850D	928
BnaA01g04860D	116
BnaA01g04870D	372
BnaA01g04880D	243
BnaA01g04890D	1829
BnaA01g04890D--BnaA03g51870D	2
BnaA01g04900D	13
BnaA01g04910D	791
BnaA01g04920D	840
BnaA01g04930D	9
BnaA01g04950D	21
BnaA01g04950D--BnaA03g13990D--BnaA02g02380D	26
BnaA01g04950D--BnaA03g13990D--BnaA02g02380D--BnaC02g06380D	20
BnaA01g04970D	216
BnaA01g04980D	514
BnaA01g04980D--BnaC01g40770D	37
BnaA01g04990D	18
BnaA01g05000D	4
BnaA01g05010D	154
BnaA01g05020D	278
BnaA01g05040D	130
BnaA01g05060D	31
BnaA01g05070D	317
BnaA01g05080D	287
BnaA01g05080D--BnaA03g51720D	1
BnaA01g05080D--BnaA03g51720D--BnaA08g07530D--BnaCnng51890D	5
BnaA01g05080D--BnaA03g51720D--BnaCnng51890D	24
BnaA01g05080D--BnaA08g07530D	155
BnaA01g05080D--BnaA08g07530D--BnaCnng51890D	1
BnaA01g05080D--BnaCnng51890D	5
BnaA01g05090D	115
BnaA01g05090D--BnaA08g12370D	25
BnaA01g05090D--BnaA08g12370D--BnaC03g67410D	3
BnaA01g05100D	216
BnaA01g05110D	644
BnaA01g05110D--BnaA08g12390D	22
BnaA01g05110D--BnaC03g67470D	2
BnaA01g05120D	577
BnaA01g05130D	930
BnaA01g05130D--BnaA02g00470D--BnaA09g17440D--BnaC02g00390D--BnaC03g77310D--BnaA08g30710D	9
BnaA01g05130D--BnaA02g00470D--BnaC09g46300D--BnaA09g17440D--BnaC02g00390D--BnaC03g77310D	1
BnaA01g05130D--BnaA03g02870D--BnaC03g04230D	7
BnaA01g05130D--BnaA03g02870D--BnaC03g77310D	2
BnaA01g05130D--BnaA08g30710D	2
BnaA01g05130D--BnaA09g17440D--BnaC03g77310D	86
BnaA01g05130D--BnaA09g17440D--BnaC03g77310D--BnaA08g30710D	173
BnaA01g05130D--BnaC03g04230D--BnaC09g46300D--BnaC03g77310D	31
BnaA01g05130D--BnaC03g77310D	110
BnaA01g05130D--BnaC03g77310D--BnaA08g30710D	6
BnaA01g05130D--BnaC09g46300D	56
BnaA01g05130D--BnaC09g46300D--BnaA09g17440D--BnaC03g77310D	34
BnaA01g05140D	49
BnaA01g05160D	3
BnaA01g05170D	94
BnaA01g05170D--BnaCnng52390D	494
BnaA01g05180D	2612
BnaA01g05190D	237
BnaA01g05190D--BnaC01g00010D	318
BnaA01g05210D	1
BnaA01g05210D--BnaC01g00030D	1
BnaA01g05220D	473
BnaA01g05220D--BnaC01g00040D	228
BnaA01g05230D	144
BnaA01g05230D--BnaA01g30410D	14
BnaA01g05230D--BnaC01g00050D	108
BnaA01g05240D	308
BnaA01g05240D--BnaC01g00060D	128
BnaA01g05270D	8
BnaA01g05270D--BnaC01g00110D	21
BnaA01g05280D	28
BnaA01g05280D--BnaC01g00120D	37
BnaA01g05290D	1
BnaA01g05290D--BnaC01g00140D	1
BnaA01g05300D	443
BnaA01g05300D--BnaC01g00150D	924
BnaA01g05310D	1
BnaA01g05320D	1387
BnaA01g05320D--BnaC01g00170D	49
BnaA01g05340D--BnaC01g00200D	4
BnaA01g05370D	153
BnaA01g05370D--BnaC01g00230D	10
BnaA01g05380D	942
BnaA01g05380D--BnaC01g00240D	519
BnaA01g05390D	519
BnaA01g05390D--BnaA06g40740D	2
BnaA01g05400D--BnaC01g00270D	13
BnaA01g05410D	2265
BnaA01g05410D--BnaC01g00280D	432
BnaA01g05420D	15
BnaA01g05420D--BnaC01g00290D	8
BnaA01g05430D	8
BnaA01g05430D--BnaC01g00300D	4
BnaA01g05440D	2
BnaA01g05450D	202
BnaA01g05450D--BnaC01g00330D	241
BnaA01g05480D	114
BnaA01g05480D--BnaC01g00350D	98
BnaA01g05480D--BnaC01g00350D--BnaA07g01740D	4
BnaA01g05490D	447
BnaA01g05490D--BnaA06g40640D	2
BnaA01g05490D--BnaC01g40650D	16
BnaA01g05490D--BnaC01g40660D	140
BnaA01g05500D	42
BnaA01g05500D--BnaA06g40630D	2
BnaA01g05510D	304
BnaA01g05510D--BnaC01g00370D	620
BnaA01g05520D	11
BnaA01g05520D--BnaC01g00400D	16
BnaA01g05530D	430
BnaA01g05530D--BnaC01g00410D	109
BnaA01g05530D--BnaC01g00410D--BnaC06g43280D	13
BnaA01g05540D	561
BnaA01g05540D--BnaC01g00420D	102
BnaA01g05550D	48
BnaA01g05560D	63
BnaA01g05560D--BnaC01g00440D	16
BnaA01g05570D	15
BnaA01g05570D--BnaC01g00450D	4
BnaA01g05610D	176
BnaA01g05610D--BnaA06g40470D--BnaA06g40510D	4
BnaA01g05610D--BnaA06g40510D	26
BnaA01g05610D--BnaC01g00490D	313
BnaA01g05610D--BnaC01g00490D--BnaA06g40470D--BnaA06g40510D	14
BnaA01g05610D--BnaC01g00490D--BnaA06g40510D	4
BnaA01g05610D--BnaC01g00490D--BnaC03g76410D	23
BnaA01g05610D--BnaC03g76410D	3
BnaA01g05620D	109
BnaA01g05620D--BnaC01g00510D	107
BnaA01g05630D	4
BnaA01g05630D--BnaC01g00520D	4
BnaA01g05630D--BnaC01g00540D	2
BnaA01g05660D	161
BnaA01g05660D--BnaC01g00520D--BnaC01g00540D	1
BnaA01g05660D--BnaC01g00540D	49
BnaA01g05670D	770
BnaA01g05670D--BnaC01g00550D	451
BnaA01g05670D--BnaC01g00550D--BnaC03g76360D	51
BnaA01g05690D	479
BnaA01g05690D--BnaC01g00570D	333
BnaA01g05690D--BnaC01g00570D--BnaCnng62920D	4
BnaA01g05690D--BnaCnng62920D	9
BnaA01g05700D	4
BnaA01g05720D	377
BnaA01g05720D--BnaC01g00600D	508
BnaA01g05730D	22
BnaA01g05730D--BnaC01g00610D	4
BnaA01g05760D	35
BnaA01g05770D	66
BnaA01g05780D	88
BnaA01g05800D	105
BnaA01g05810D	137
BnaA01g05820D	161
BnaA01g05830D	139
BnaA01g05840D	1079
BnaA01g05890D	396
BnaA01g05890D--BnaC03g67660D	2
BnaA01g05900D	256
BnaA01g05910D	3
BnaA01g05920D	549
BnaA01g05930D	6
BnaA01g05950D	264
BnaA01g05960D	123
BnaA01g05960D--BnaC03g67710D	30
BnaA01g05970D	8
BnaA01g05980D	37
BnaA01g05990D	336
BnaA01g06000D	113
BnaA01g06010D	542
BnaA01g06020D	489
BnaA01g06030D	167
BnaA01g06040D	141
BnaA01g06050D	1
BnaA01g06060D	8
BnaA01g06080D	1
BnaA01g06090D	50
BnaA01g06100D	482
BnaA01g06110D	6
BnaA01g06120D	8
BnaA01g06130D	103
BnaA01g06130D--BnaC03g77420D	1
