Gene	S8
BnaA01g01470D--BnaA08g15140D--BnaC07g03810D--BnaC03g62040D--BnaA07g02120D	8
BnaA01g01470D--BnaC03g62040D	29
BnaA01g01470D--BnaC06g01250D--BnaC07g03810D--BnaA07g02120D	2
BnaA01g01470D--BnaC07g03810D--BnaA07g02120D	32
BnaA01g01480D	3
BnaA01g01490D	1
BnaA01g01500D	38
BnaA01g01500D--BnaC05g36610D	2
BnaA01g01520D	55
BnaA01g01520D--BnaC01g40730D	41
BnaA01g01530D	2
BnaA01g01540D	28
BnaA01g01550D	952
BnaA01g01560D	147
BnaA01g01570D	145
BnaA01g01580D	7
BnaA01g01590D	20
BnaA01g01600D	14
BnaA01g01620D	10
BnaA01g01630D	10
BnaA01g01640D	1
BnaA01g01650D	85
BnaA01g01660D	16
BnaA01g01670D	161
BnaA01g01680D	70
BnaA01g01690D	28
BnaA01g01700D	394
BnaA01g01700D--BnaA08g14870D	21
BnaA01g01700D--BnaA08g14870D--BnaC03g62580D	31
BnaA01g01700D--BnaC03g62580D	4
BnaA01g01750D	47
BnaA01g01750D--BnaC08g11060D	4
BnaA01g01760D	29
BnaA01g01780D	1170
BnaA01g01790D	305
BnaA01g01800D	242
BnaA01g01800D--BnaA08g31050D	1
BnaA01g01800D--BnaC03g62490D	1
BnaA01g01810D	3
BnaA01g01870D	52
BnaA01g01880D	1
BnaA01g01890D	14
BnaA01g01900D	93
BnaA01g01910D	31
BnaA01g01910D--BnaA03g53400D	1
BnaA01g01920D	20
BnaA01g01930D	2
BnaA01g01940D	1
BnaA01g01950D	10
BnaA01g01960D	4
BnaA01g01970D	212
BnaA01g01980D	374
BnaA01g01980D--BnaA08g14990D	1
BnaA01g01980D--BnaA08g14990D--BnaC03g62300D	1
BnaA01g01990D	34
BnaA01g02020D	11
BnaA01g02030D	18
BnaA01g02040D	161
BnaA01g02050D	30
BnaA01g02060D	37
BnaA01g02070D	9
BnaA01g02070D--BnaC03g62270D	1
BnaA01g02090D	637
BnaA01g02090D--BnaA03g53250D	6
BnaA01g02100D	32
BnaA01g02100D--BnaCnng48010D	19
BnaA01g02110D	1
BnaA01g02120D	1
BnaA01g02150D	1
BnaA01g02160D	159
BnaA01g02170D	63
BnaA01g02180D	48
BnaA01g02190D	255
BnaA01g02190D--BnaA08g10790D--BnaC03g65340D	1
BnaA01g02190D--BnaC03g65340D	3
BnaA01g02210D	15
BnaA01g02220D	43
BnaA01g02240D	17
BnaA01g02250D	3
BnaA01g02260D	19
BnaA01g02270D	39
BnaA01g02290D	14
BnaA01g02290D--BnaA09g54090D	16
BnaA01g02300D	325
BnaA01g02310D	6
BnaA01g02320D	2
BnaA01g02330D	9
BnaA01g02330D--BnaA03g00460D	1
BnaA01g02340D	210
BnaA01g02350D	6
BnaA01g02350D--BnaA09g41790D	34
BnaA01g02350D--BnaA09g41790D--BnaAnng15360D	2
BnaA01g02360D--BnaA09g41780D	1
BnaA01g02370D	8
BnaA01g02380D	2
BnaA01g02390D	2
BnaA01g02400D	1
BnaA01g02420D	1
BnaA01g02440D	11
BnaA01g02450D	1
BnaA01g02460D	164
BnaA01g02460D--BnaA01g02450D	1
BnaA01g02470D	22
BnaA01g02470D--BnaA08g11020D	1
BnaA01g02480D	57
BnaA01g02490D	184
BnaA01g02490D--BnaA01g33400D--BnaC01g39890D--BnaC03g33960D--BnaC05g47000D	5
BnaA01g02490D--BnaA03g52970D	1
BnaA01g02490D--BnaC05g47000D	8
BnaA01g02500D	24
BnaA01g02510D	114
BnaA01g02520D	21
BnaA01g02520D--BnaA08g11060D	1
BnaA01g02530D	187
BnaA01g02540D	20
BnaA01g02550D	55
BnaA01g02560D	2
BnaA01g02570D	35
BnaA01g02580D	57
BnaA01g02580D--BnaA03g52910D	1
BnaA01g02590D	35
BnaA01g02600D	14
BnaA01g02610D	11
BnaA01g02620D	27
BnaA01g02630D	10
BnaA01g02640D	78
BnaA01g02640D--BnaA08g11150D--BnaC03g66050D	7
BnaA01g02650D	69
BnaA01g02660D	170
BnaA01g02660D--BnaA08g11160D	2
BnaA01g02660D--BnaA08g11160D--BnaC03g66080D	3
BnaA01g02670D	109
BnaA01g02670D--BnaA08g11170D--BnaC03g66090D	9
BnaA01g02670D--BnaC03g66090D	11
BnaA01g02690D	70
BnaA01g02690D--BnaC03g66110D	2
BnaA01g02700D	1
BnaA01g02710D	17
BnaA01g02720D	129
BnaA01g02740D	62
BnaA01g02750D	1
BnaA01g02770D	100
BnaA01g02780D	17
BnaA01g02790D	22
BnaA01g02790D--BnaCnng65330D	8
BnaA01g02800D	104
BnaA01g02800D--BnaCnng65340D	5
BnaA01g02800D--BnaCnng65740D	14
BnaA01g02810D	10
BnaA01g02810D--BnaCnng65730D	8
BnaA01g02820D	72
BnaA01g02820D--BnaC06g16020D	2
BnaA01g02820D--BnaC09g16250D	1
BnaA01g02830D	41
BnaA01g02840D	35
BnaA01g02840D--BnaC03g45080D	8
BnaA01g02850D	3
BnaA01g02860D	28
BnaA01g02870D	1
BnaA01g02890D	66
BnaA01g02900D	21
BnaA01g02910D	12
BnaA01g02920D	38
BnaA01g02920D--BnaCnng62850D	19
BnaA01g02930D	147
BnaA01g02940D	87
BnaA01g02950D	110
BnaA01g02950D--BnaA03g50930D	6
BnaA01g02950D--BnaC03g77060D	2
BnaA01g02970D	6
BnaA01g02970D--BnaA08g11350D--BnaC03g77070D	43
BnaA01g02970D--BnaA08g11350D--BnaC03g77070D--BnaCnng64910D	18
BnaA01g02970D--BnaCnng64910D	2
BnaA01g02980D	76
BnaA01g02990D	15
BnaA01g03000D	2
BnaA01g03010D	278
BnaA01g03010D--BnaA08g11370D--BnaCnng47320D	2
BnaA01g03020D	152
BnaA01g03030D	1
BnaA01g03030D--BnaA08g11390D	5
BnaA01g03040D	5
BnaA01g03040D--BnaA08g11590D--BnaC03g77200D	1
BnaA01g03050D	1019
BnaA01g03050D--BnaA09g08500D	22
BnaA01g03050D--BnaC06g20070D	244
BnaA01g03050D--BnaC06g20070D--BnaC03g77220D	2
BnaA01g03050D--BnaC06g20080D	46
BnaA01g03050D--BnaC06g20080D--BnaA08g11610D--BnaC03g77220D	22
BnaA01g03050D--BnaC06g20080D--BnaA09g08500D--BnaA08g11610D--BnaC03g77220D	2
BnaA01g03050D--BnaC06g20080D--BnaC03g77220D	6
BnaA01g03060D	368
BnaA01g03070D	24
BnaA01g03080D	51
BnaA01g03090D	1
BnaA01g03100D	1
BnaA01g03120D	11
BnaA01g03130D	32
BnaA01g03130D--BnaA03g50750D	1
BnaA01g03130D--BnaC05g38640D	1
BnaA01g03150D	127
BnaA01g03210D	14
BnaA01g03210D--BnaC02g13880D	3
BnaA01g03220D	41
BnaA01g03220D--BnaAnng34680D	142
BnaA01g03230D	29
BnaA01g03230D--BnaA08g11450D	2
BnaA01g03230D--BnaC03g66410D--BnaA08g11450D	1
BnaA01g03230D--BnaC04g25670D	2
BnaA01g03230D--BnaC04g25670D--BnaC03g66410D--BnaA08g11450D	1
BnaA01g03240D	27
BnaA01g03260D	133
BnaA01g03270D	30
BnaA01g03280D	30
BnaA01g03300D	130
BnaA01g03310D	20
BnaA01g03320D	272
BnaA01g03330D	12
BnaA01g03340D	14
BnaA01g03350D	23
BnaA01g03360D	5
BnaA01g03370D	54
BnaA01g03380D	39
BnaA01g03390D	30
BnaA01g03400D	38
BnaA01g03420D	18
BnaA01g03430D	23
BnaA01g03440D	12
BnaA01g03450D	10
BnaA01g03460D	1
BnaA01g03470D	4
BnaA01g03480D	9
BnaA01g03500D	5
BnaA01g03510D	278
BnaA01g03510D--BnaA08g11770D	3
BnaA01g03510D--BnaA08g11770D--BnaA03g52520D	1
BnaA01g03520D	123
BnaA01g03530D	17
BnaA01g03540D	3
BnaA01g03550D	21
BnaA01g03560D	14
BnaA01g03570D	5
BnaA01g03570D--BnaC03g66670D--BnaA08g11820D	1
BnaA01g03580D	1
BnaA01g03590D	7
BnaA01g03600D	93
BnaA01g03600D--BnaA03g52440D	3
BnaA01g03610D	82
BnaA01g03630D	62
BnaA01g03630D--BnaA03g52420D	1
BnaA01g03640D	75
BnaA01g03640D--BnaA03g52400D	2
BnaA01g03640D--BnaC01g40760D	42
BnaA01g03640D--BnaCnng63540D	22
BnaA01g03650D	15
BnaA01g03660D	2
BnaA01g03670D	19
BnaA01g03680D	669
BnaA01g03730D	8
BnaA01g03740D	1
BnaA01g03770D	27
BnaA01g03770D--BnaA03g52340D	2
BnaA01g03780D	4
BnaA01g03790D	306
BnaA01g03790D--BnaA08g11910D	2
BnaA01g03790D--BnaC03g66770D	2
BnaA01g03800D	40
BnaA01g03810D	37
BnaA01g03810D--BnaAnng32060D	41
BnaA01g03820D	74
BnaA01g03820D--BnaA08g11930D	1
BnaA01g03820D--BnaC04g38300D--BnaA04g15350D	1
BnaA01g03830D	2
BnaA01g03840D	7
BnaA01g03850D	6
BnaA01g03860D	192
BnaA01g03880D	16
BnaA01g03900D	2
BnaA01g03960D	18
BnaA01g03960D--BnaA01g03900D	2
BnaA01g04000D	161
BnaA01g04010D	13
BnaA01g04020D	40
BnaA01g04030D	145
BnaA01g04040D	9
BnaA01g04050D	4
BnaA01g04070D	1
BnaA01g04080D	11
BnaA01g04100D	259
BnaA01g04110D	44
BnaA01g04120D	11
BnaA01g04130D	22
BnaA01g04140D	2
BnaA01g04160D	6
BnaA01g04170D	2
BnaA01g04200D	233
BnaA01g04200D--BnaA03g52190D	2
BnaA01g04200D--BnaA08g12030D	1
BnaA01g04220D	3
BnaA01g04230D--BnaA01g34740D	79
BnaA01g04270D	3
BnaA01g04290D	8
BnaA01g04290D--BnaA08g12070D	1
BnaA01g04290D--BnaA08g12070D--BnaC03g67000D	3
BnaA01g04300D	43
BnaA01g04310D	30
BnaA01g04310D--BnaA08g12110D	2
BnaA01g04310D--BnaA08g12110D--BnaC03g67050D	1
BnaA01g04320D	1
BnaA01g04330D	1
BnaA01g04340D	41
BnaA01g04350D	74
BnaA01g04360D	195
BnaA01g04380D	11
BnaA01g04380D--BnaCnng59900D	3
BnaA01g04380D--BnaCnng61020D	6
BnaA01g04390D	34
BnaA01g04390D--BnaA01g04380D	28
BnaA01g04390D--BnaA01g04380D--BnaCnng59900D	9
BnaA01g04390D--BnaA01g04380D--BnaCnng61020D	2
BnaA01g04390D--BnaCnng59900D	29
BnaA01g04390D--BnaCnng61020D	3
BnaA01g04400D	1
BnaA01g04420D	202
BnaA01g04430D	23
BnaA01g04440D	116
BnaA01g04450D	5
BnaA01g04460D	3
BnaA01g04470D	10
BnaA01g04480D	71
BnaA01g04480D--BnaA03g52120D	1
BnaA01g04480D--BnaC03g67130D	1
BnaA01g04490D	2
BnaA01g04510D	64
BnaA01g04510D--BnaA08g12170D	16
BnaA01g04510D--BnaA08g12170D--BnaC03g67270D	1
BnaA01g04510D--BnaC03g67270D	2
BnaA01g04520D	62
BnaA01g04520D--BnaC03g67280D	1
BnaA01g04540D	156
BnaA01g04540D--BnaA08g12190D--BnaC03g67290D	2
BnaA01g04550D	15
BnaA01g04560D	2
BnaA01g04570D	31
BnaA01g04580D	8
BnaA01g04590D	43
BnaA01g04600D	185
BnaA01g04600D--BnaA03g52020D	4
BnaA01g04610D	22
BnaA01g04620D	226
BnaA01g04640D	21
BnaA01g04650D	8
BnaA01g04660D	71
BnaA01g04660D--BnaA08g12240D	1
BnaA01g04670D	21
BnaA01g04680D	4
BnaA01g04700D	366
BnaA01g04720D	6
BnaA01g04730D	66
BnaA01g04740D	26
BnaA01g04750D	48
BnaA01g04750D--BnaC02g17910D	2
BnaA01g04750D--BnaC02g17910D--BnaC02g46090D	1
BnaA01g04760D	61
BnaA01g04760D--BnaA08g30620D	11
BnaA01g04770D	114
BnaA01g04770D--BnaA03g51930D	1
BnaA01g04780D	71
BnaA01g04790D	81
BnaA01g04800D	9
BnaA01g04840D	118
BnaA01g04850D	212
BnaA01g04860D	45
BnaA01g04870D	58
BnaA01g04880D	131
BnaA01g04890D	488
BnaA01g04910D	105
BnaA01g04910D--BnaA03g51850D	1
BnaA01g04920D	142
BnaA01g04930D	2
BnaA01g04970D	26
BnaA01g04980D	87
BnaA01g04980D--BnaC01g40770D	11
BnaA01g05000D	1
BnaA01g05010D	1
BnaA01g05040D	57
BnaA01g05060D	602
BnaA01g05070D	63
BnaA01g05080D	25
BnaA01g05080D--BnaA03g51720D--BnaCnng51890D	3
BnaA01g05080D--BnaA08g07530D	15
BnaA01g05090D	180
BnaA01g05090D--BnaA08g12370D	14
BnaA01g05100D	42
BnaA01g05110D	135
BnaA01g05110D--BnaA08g12390D	4
BnaA01g05130D	121
BnaA01g05130D--BnaA02g00470D--BnaC09g46300D--BnaA09g17440D--BnaC02g00390D--BnaC03g77310D	1
BnaA01g05130D--BnaA09g17440D--BnaC03g77310D	18
BnaA01g05130D--BnaA09g17440D--BnaC03g77310D--BnaA08g30710D	53
BnaA01g05130D--BnaC03g04230D	2
BnaA01g05130D--BnaC03g04230D--BnaC09g46300D--BnaC03g77310D	10
BnaA01g05130D--BnaC03g77310D	22
BnaA01g05130D--BnaC03g77310D--BnaA08g30710D	1
BnaA01g05130D--BnaC09g46300D	20
BnaA01g05130D--BnaC09g46300D--BnaA09g17440D--BnaC03g77310D	7
BnaA01g05140D	21
BnaA01g05160D	8
BnaA01g05180D	46
BnaA01g05190D--BnaC01g00010D	1
BnaA01g05210D--BnaC01g00030D	1
BnaA01g05220D	38
BnaA01g05220D--BnaC01g00040D	10
BnaA01g05230D	22
BnaA01g05230D--BnaA01g30410D	4
BnaA01g05230D--BnaC01g00050D	35
BnaA01g05240D	24
BnaA01g05240D--BnaC01g00060D	15
BnaA01g05280D	6
BnaA01g05280D--BnaC01g00120D	14
BnaA01g05290D	2
BnaA01g05300D	86
BnaA01g05300D--BnaC01g00150D	210
BnaA01g05320D	1826
BnaA01g05320D--BnaC01g00170D	88
BnaA01g05320D--BnaCnng71840D	10
BnaA01g05340D--BnaA06g40790D	1
BnaA01g05360D	2
BnaA01g05370D	90
BnaA01g05370D--BnaC01g00230D	2
BnaA01g05380D	86
BnaA01g05380D--BnaC01g00240D	60
BnaA01g05390D	64
BnaA01g05400D--BnaC01g00270D	2
BnaA01g05410D	431
BnaA01g05410D--BnaC01g00280D	97
BnaA01g05420D	2
BnaA01g05420D--BnaC01g00290D	1
BnaA01g05450D	4
BnaA01g05450D--BnaC01g00330D	9
BnaA01g05480D	25
BnaA01g05480D--BnaC01g00350D	26
BnaA01g05480D--BnaC01g00350D--BnaA07g01740D	1
BnaA01g05490D	68
BnaA01g05490D--BnaC01g40650D	4
BnaA01g05490D--BnaC01g40660D	21
BnaA01g05500D	1
BnaA01g05510D	53
BnaA01g05510D--BnaC01g00370D	131
BnaA01g05520D--BnaC01g00400D	1
BnaA01g05530D	154
BnaA01g05530D--BnaC01g00410D	28
BnaA01g05530D--BnaC01g00410D--BnaC06g43280D	3
BnaA01g05540D	17
BnaA01g05540D--BnaC01g00420D	7
BnaA01g05550D	7
BnaA01g05560D	18
BnaA01g05560D--BnaC01g00440D	6
BnaA01g05570D	2
BnaA01g05570D--BnaC01g00450D	1
BnaA01g05610D	53
BnaA01g05610D--BnaA06g40470D--BnaA06g40510D	1
BnaA01g05610D--BnaA06g40510D	2
BnaA01g05610D--BnaC01g00490D	108
BnaA01g05610D--BnaC01g00490D--BnaA06g40470D--BnaA06g40510D	6
BnaA01g05610D--BnaC01g00490D--BnaC03g76410D	6
BnaA01g05610D--BnaC03g76410D	3
BnaA01g05620D--BnaC01g00510D	4
BnaA01g05630D	12
BnaA01g05630D--BnaA01g05660D--BnaC01g00540D	1
BnaA01g05630D--BnaC01g00520D	1
BnaA01g05630D--BnaC01g00520D--BnaC01g00540D	1
BnaA01g05660D	436
BnaA01g05660D--BnaC01g00520D--BnaC01g00540D	8
BnaA01g05660D--BnaC01g00540D	117
BnaA01g05670D	800
BnaA01g05670D--BnaC01g00550D	383
BnaA01g05670D--BnaC01g00550D--BnaC03g76360D	70
BnaA01g05680D	6
BnaA01g05690D	54
BnaA01g05690D--BnaC01g00570D	30
BnaA01g05690D--BnaCnng62920D	3
BnaA01g05700D	1
BnaA01g05730D	13
BnaA01g05730D--BnaC01g00610D	3
BnaA01g05760D	135
BnaA01g05770D	11
BnaA01g05780D	15
BnaA01g05800D	14
BnaA01g05810D	28
BnaA01g05820D	35
BnaA01g05830D	57
BnaA01g05840D	46
BnaA01g05860D	4
BnaA01g05890D	5
BnaA01g05900D	10
BnaA01g05920D	274
BnaA01g05930D	9
BnaA01g05950D	44
BnaA01g05960D	191
BnaA01g05960D--BnaC03g67710D	15
BnaA01g05970D	1
BnaA01g05980D	4
BnaA01g05990D	47
BnaA01g06000D	21
BnaA01g06000D--BnaCnng62950D	1
BnaA01g06010D	166
BnaA01g06020D	120
BnaA01g06030D	29
BnaA01g06040D	34
BnaA01g06060D	7
BnaA01g06080D	11
BnaA01g06090D	4
BnaA01g06100D	45
BnaA01g06110D	13
BnaA01g06120D	36
BnaA01g06130D	27
BnaA01g06160D	1
BnaA01g06170D	132
BnaA01g06180D	962
BnaA01g06190D	6
BnaA01g06210D	74
BnaA01g06220D	48
BnaA01g06230D	3
BnaA01g06240D	3
BnaA01g06250D	49
BnaA01g06270D	14
BnaA01g06280D	1
BnaA01g06290D	1
BnaA01g06310D	4
BnaA01g06330D	45
BnaA01g06340D	179
BnaA01g06350D	159
BnaA01g06350D--BnaA03g50530D	1
BnaA01g06370D	7
BnaA01g06370D--BnaAnng29890D	9
BnaA01g06380D	8
BnaA01g06380D--BnaAnng29900D	14
BnaA01g06390D	2
BnaA01g06390D--BnaA03g50480D	3
BnaA01g06410D	2
BnaA01g06410D--BnaAnng32430D	3
BnaA01g06420D	117
BnaA01g06440D	268
BnaA01g06440D--BnaA05g26280D	64
BnaA01g06450D	2
BnaA01g06460D	16
BnaA01g06460D--BnaA01g06380D	3
BnaA01g06460D--BnaA01g06380D--BnaAnng29900D	2
BnaA01g06460D--BnaA01g06390D	4
BnaA01g06490D	19
BnaA01g06500D	26
BnaA01g06520D	27
BnaA01g06530D	234
BnaA01g06540D	96
BnaA01g06570D	6
BnaA01g06600D	49
BnaA01g06610D	13
BnaA01g06610D--BnaA03g50170D	3
BnaA01g06610D--BnaC04g08650D--BnaA03g50170D	6
BnaA01g06610D--BnaCnng70410D	36
BnaA01g06620D	2
BnaA01g06660D	18
BnaA01g06670D	69
BnaA01g06680D	30
BnaA01g06690D	1
BnaA01g06700D	29
BnaA01g06710D	10
BnaA01g06730D	10
BnaA01g06740D	38
BnaA01g06750D	123
BnaA01g06760D	39
BnaA01g06780D	124
BnaA01g06800D	230
BnaA01g06800D--BnaAnng10960D	7
BnaA01g06810D	80
BnaA01g06820D	2743
BnaA01g06820D--BnaAnng23670D	2155
BnaA01g06830D	27
BnaA01g06830D--BnaCnng52220D	39
BnaA01g06850D	78
BnaA01g06850D--BnaAnng10840D	1
BnaA01g06850D--BnaAnng10840D--BnaC07g50870D	1
BnaA01g06850D--BnaCnng29560D	1
BnaA01g06860D	57
BnaA01g06890D	2
BnaA01g06890D--BnaAnng10870D	1
BnaA01g06910D	39
BnaA01g06910D--BnaC07g42330D	2
BnaA01g06940D	4
BnaA01g06970D	5
BnaA01g06980D	3
BnaA01g06990D	29
BnaA01g07000D	262
BnaA01g07010D	9
BnaA01g07030D--BnaCnng74810D	1
BnaA01g07050D	25
BnaA01g07050D--BnaCnng73910D	49
BnaA01g07050D--BnaCnng73910D--BnaUnng04640D	1
BnaA01g07060D	22
BnaA01g07070D	2
BnaA01g07100D	38
BnaA01g07110D	12
BnaA01g07120D	7
BnaA01g07130D	18
BnaA01g07140D	58
BnaA01g07150D	25
BnaA01g07160D	19
BnaA01g07170D	63
BnaA01g07190D	109
BnaA01g07200D	16
BnaA01g07220D	2
BnaA01g07250D	2
BnaA01g07260D	2
BnaA01g07270D	61
BnaA01g07280D	55
BnaA01g07290D	28
BnaA01g07310D	9
BnaA01g07320D	27
BnaA01g07330D	28
BnaA01g07340D	72
BnaA01g07340D--BnaC07g41980D	12
BnaA01g07350D	130
BnaA01g07360D	94
BnaA01g07420D	501
BnaA01g07430D	27
BnaA01g07440D	20
BnaA01g07450D	160
BnaA01g07460D	4
BnaA01g07470D	156
BnaA01g07480D	110
BnaA01g07530D	2
BnaA01g07540D	144
BnaA01g07590D	4
BnaA01g07600D	2
BnaA01g07610D	50
BnaA01g07620D	16
BnaA01g07640D	47
BnaA01g07660D	20
BnaA01g07660D--BnaA09g10060D	2
BnaA01g07690D	30
BnaA01g07690D--BnaCnng53100D	28
BnaA01g07710D	1
BnaA01g07720D	10
BnaA01g07720D--BnaAnng17710D	12
BnaA01g07750D	40
BnaA01g07750D--BnaAnng17740D	17
BnaA01g07790D--BnaAnng33770D	8
BnaA01g07800D	2
BnaA01g07800D--BnaA01g07780D--BnaCnng20270D--BnaCnng54180D--BnaAnng24860D--BnaAnng33770D	1
BnaA01g07800D--BnaAnng24860D	12
BnaA01g07800D--BnaAnng24860D--BnaAnng33770D	11
BnaA01g07800D--BnaAnng33770D	4
BnaA01g07800D--BnaCnng20270D--BnaCnng54180D--BnaAnng24860D--BnaAnng33770D	2
BnaA01g07820D	25
BnaA01g07830D	19
BnaA01g07860D	337
BnaA01g07860D--BnaA03g58880D	3
BnaA01g07910D	280
BnaA01g07920D	24
BnaA01g07930D	41
BnaA01g07940D	80
BnaA01g07960D	17
BnaA01g07970D	8
BnaA01g07980D	62
BnaA01g08010D	42
BnaA01g08020D	34
BnaA01g08020D--BnaA03g59070D	1
BnaA01g08030D	6
BnaA01g08060D	5
BnaA01g08080D	58
BnaA01g08080D--BnaA09g54920D	17
BnaA01g08130D	50
BnaA01g08140D	95
BnaA01g08150D	6
BnaA01g08160D	16
BnaA01g08170D	2
BnaA01g08180D--BnaCnng47780D	1
BnaA01g08190D	2
BnaA01g08190D--BnaCnng47780D	8
BnaA01g08200D	73
BnaA01g08200D--BnaCnng47770D	127
BnaA01g08210D	7
BnaA01g08210D--BnaCnng47760D	8
BnaA01g08220D	1
BnaA01g08240D	1
BnaA01g08260D--BnaC01g09810D	1
BnaA01g08270D	41
BnaA01g08270D--BnaC01g09820D	56
BnaA01g08280D	71
BnaA01g08280D--BnaC01g09820D	3
BnaA01g08280D--BnaC01g09830D	25
BnaA01g08290D	1
BnaA01g08290D--BnaC01g09840D	1
BnaA01g08300D	38
BnaA01g08300D--BnaC01g09850D	24
BnaA01g08310D	99
BnaA01g08310D--BnaC01g09860D	24
BnaA01g08320D	2
BnaA01g08320D--BnaC01g09870D	1
BnaA01g08330D	98
BnaA01g08330D--BnaA03g58940D	1
BnaA01g08330D--BnaC01g09880D	76
BnaA01g08340D--BnaC01g09890D	1
BnaA01g08360D	42
