Gene	S13
BnaA01g01870D--BnaA08g14950D--BnaC03g62390D	2
BnaA01g01880D	2
BnaA01g01900D	47
BnaA01g01910D	9
BnaA01g01910D--BnaA03g53400D	1
BnaA01g01920D	10
BnaA01g01930D	4
BnaA01g01940D	2
BnaA01g01950D	12
BnaA01g01960D	14
BnaA01g01970D	101
BnaA01g01980D	325
BnaA01g01980D--BnaA08g14990D--BnaC03g62300D	8
BnaA01g01990D	109
BnaA01g02020D	16
BnaA01g02030D	2
BnaA01g02040D	5
BnaA01g02050D	84
BnaA01g02060D	63
BnaA01g02070D	19
BnaA01g02080D	21
BnaA01g02090D	325
BnaA01g02090D--BnaA03g53250D	4
BnaA01g02100D	108
BnaA01g02100D--BnaCnng48010D	41
BnaA01g02110D	10
BnaA01g02120D	16
BnaA01g02130D	12
BnaA01g02150D	15
BnaA01g02160D	99
BnaA01g02170D	28
BnaA01g02180D	87
BnaA01g02190D	110
BnaA01g02190D--BnaA08g10790D--BnaC03g65340D	1
BnaA01g02190D--BnaC03g65340D	2
BnaA01g02210D	6
BnaA01g02220D	55
BnaA01g02240D	6
BnaA01g02250D	16
BnaA01g02260D	26
BnaA01g02270D	59
BnaA01g02290D	12
BnaA01g02290D--BnaA09g54090D	14
BnaA01g02300D	71
BnaA01g02320D	7
BnaA01g02330D	24
BnaA01g02330D--BnaCnng03870D	1
BnaA01g02340D	367
BnaA01g02350D	2
BnaA01g02350D--BnaA09g41790D	24
BnaA01g02370D	166
BnaA01g02380D	1
BnaA01g02390D	3
BnaA01g02400D	1
BnaA01g02410D	7
BnaA01g02410D--BnaUnng01620D	5
BnaA01g02420D	11
BnaA01g02430D	5
BnaA01g02440D	89
BnaA01g02450D	10
BnaA01g02460D	278
BnaA01g02470D	15
BnaA01g02480D	8
BnaA01g02490D	84
BnaA01g02490D--BnaA01g33400D--BnaC01g39890D--BnaC03g33960D--BnaC05g47000D	1
BnaA01g02490D--BnaC05g47000D	8
BnaA01g02500D	42
BnaA01g02510D	4
BnaA01g02520D	18
BnaA01g02530D	80
BnaA01g02540D	168
BnaA01g02550D	14
BnaA01g02570D	12
BnaA01g02580D	1
BnaA01g02580D--BnaA08g11090D--BnaC03g65940D	1
BnaA01g02590D	55
BnaA01g02600D	19
BnaA01g02610D	41
BnaA01g02620D	299
BnaA01g02630D	34
BnaA01g02640D	178
BnaA01g02640D--BnaA08g11150D--BnaC03g66050D	15
BnaA01g02650D	159
BnaA01g02660D	78
BnaA01g02670D	170
BnaA01g02670D--BnaA08g11170D	1
BnaA01g02670D--BnaA08g11170D--BnaC03g66090D	8
BnaA01g02670D--BnaC03g29080D	2
BnaA01g02670D--BnaC03g66090D	8
BnaA01g02690D	35
BnaA01g02710D	5
BnaA01g02720D	3
BnaA01g02740D	35
BnaA01g02740D--BnaA01g02730D	1
BnaA01g02750D	2
BnaA01g02770D	28
BnaA01g02780D	31
BnaA01g02790D	12
BnaA01g02790D--BnaCnng65330D	3
BnaA01g02800D	33
BnaA01g02800D--BnaCnng65340D	2
BnaA01g02800D--BnaCnng65740D	6
BnaA01g02810D	69
BnaA01g02810D--BnaCnng65730D	29
BnaA01g02820D	23
BnaA01g02830D	48
BnaA01g02840D	20
BnaA01g02840D--BnaC03g45080D	1
BnaA01g02850D	7
BnaA01g02860D	347
BnaA01g02870D	9
BnaA01g02870D--BnaA03g51030D	2
BnaA01g02880D	41
BnaA01g02900D	3
BnaA01g02910D	50
BnaA01g02920D	34
BnaA01g02920D--BnaCnng62850D	18
BnaA01g02930D	29
BnaA01g02940D	295
BnaA01g02950D	79
BnaA01g02950D--BnaA03g50930D	6
BnaA01g02950D--BnaC03g77060D	1
BnaA01g02970D	16
BnaA01g02970D--BnaA08g11350D--BnaC03g77070D	7
BnaA01g02970D--BnaA08g11350D--BnaC03g77070D--BnaCnng64910D	3
BnaA01g02970D--BnaCnng64910D	6
BnaA01g02980D	15
BnaA01g02990D	7
BnaA01g03010D	28
BnaA01g03010D--BnaA08g11370D--BnaCnng47320D	3
BnaA01g03020D	12
BnaA01g03050D	180
BnaA01g03050D--BnaA08g11610D	2
BnaA01g03050D--BnaA09g08500D	6
BnaA01g03050D--BnaC06g20070D	32
BnaA01g03050D--BnaC06g20080D	7
BnaA01g03050D--BnaC06g20080D--BnaA08g11610D--BnaC03g77220D	17
BnaA01g03050D--BnaC06g20080D--BnaA09g08500D--BnaA08g11610D--BnaC03g77220D	1
BnaA01g03050D--BnaC06g20080D--BnaC03g77220D	3
BnaA01g03060D	240
BnaA01g03070D	26
BnaA01g03080D	1
BnaA01g03090D	1
BnaA01g03100D	18
BnaA01g03110D	2
BnaA01g03120D	10
BnaA01g03130D	1
BnaA01g03140D	2
BnaA01g03150D	106
BnaA01g03180D--BnaA01g03170D	4
BnaA01g03200D	80
BnaA01g03210D	11
BnaA01g03210D--BnaA07g32720D	3
BnaA01g03210D--BnaC02g13880D	1
BnaA01g03220D	6
BnaA01g03220D--BnaA03g50630D	1
BnaA01g03220D--BnaAnng34680D	15
BnaA01g03230D	45
BnaA01g03230D--BnaA08g11450D	2
BnaA01g03230D--BnaAnng25450D	2
BnaA01g03230D--BnaC03g66410D--BnaA08g11450D	3
BnaA01g03230D--BnaC04g25670D	7
BnaA01g03240D	73
BnaA01g03260D	36
BnaA01g03270D	52
BnaA01g03280D	12
BnaA01g03290D--BnaC03g66430D	1
BnaA01g03290D--BnaC03g66430D--BnaA08g11470D	1
BnaA01g03300D	19
BnaA01g03310D	26
BnaA01g03320D	57
BnaA01g03330D	7
BnaA01g03340D	7
BnaA01g03350D	8
BnaA01g03360D	7
BnaA01g03360D--BnaA03g52570D	2
BnaA01g03370D	26
BnaA01g03380D	68
BnaA01g03390D	25
BnaA01g03400D	105
BnaA01g03410D	28
BnaA01g03410D--BnaAnng40740D	8
BnaA01g03420D	10
BnaA01g03430D	32
BnaA01g03440D	42
BnaA01g03450D	16
BnaA01g03460D	22
BnaA01g03470D	4
BnaA01g03480D	22
BnaA01g03500D	2
BnaA01g03510D	58
BnaA01g03520D	5
BnaA01g03530D	8
BnaA01g03540D	8
BnaA01g03550D	22
BnaA01g03560D	24
BnaA01g03570D	2
BnaA01g03580D	19
BnaA01g03590D	64
BnaA01g03600D	45
BnaA01g03600D--BnaA03g52440D	1
BnaA01g03610D	86
BnaA01g03620D	3
BnaA01g03630D	47
BnaA01g03630D--BnaA03g52420D	2
BnaA01g03640D	38
BnaA01g03640D--BnaA03g52400D	1
BnaA01g03640D--BnaC01g40760D	24
BnaA01g03640D--BnaCnng63540D	14
BnaA01g03650D	29
BnaA01g03650D--BnaA03g52390D	1
BnaA01g03670D	1
BnaA01g03680D	131
BnaA01g03730D	16
BnaA01g03740D	1
BnaA01g03780D	2
BnaA01g03790D	185
BnaA01g03800D	83
BnaA01g03810D	13
BnaA01g03810D--BnaAnng32060D	14
BnaA01g03820D--BnaC04g38300D--BnaA04g15350D	3
BnaA01g03830D	4
BnaA01g03830D--BnaA03g52330D	1
BnaA01g03840D	63
BnaA01g03850D	1
BnaA01g03860D	1547
BnaA01g03880D	64
BnaA01g03880D--BnaC05g25620D--BnaC05g25630D	1
BnaA01g03890D	3
BnaA01g03940D--BnaA01g03910D	1
BnaA01g03950D--BnaA01g03890D	8
BnaA01g03960D	14
BnaA01g04000D	282
BnaA01g04010D	23
BnaA01g04020D	17
BnaA01g04030D	52
BnaA01g04040D	7
BnaA01g04050D	4
BnaA01g04070D	1
BnaA01g04080D	8
BnaA01g04100D	178
BnaA01g04110D	8
BnaA01g04120D	16
BnaA01g04120D--BnaA03g02750D--BnaA08g12000D--BnaC03g66890D	1
BnaA01g04130D	47
BnaA01g04150D	3
BnaA01g04160D	14
BnaA01g04200D	103
BnaA01g04200D--BnaA03g52190D	2
BnaA01g04220D	3
BnaA01g04220D--BnaA03g52170D	1
BnaA01g04230D--BnaA01g34740D	44
BnaA01g04270D	14
BnaA01g04280D	5
BnaA01g04290D	2
BnaA01g04290D--BnaA08g12070D--BnaC03g67000D	1
BnaA01g04300D	19
BnaA01g04310D	10
BnaA01g04340D	36
BnaA01g04360D	134
BnaA01g04380D	19
BnaA01g04380D--BnaCnng59900D	3
BnaA01g04380D--BnaCnng61020D	16
BnaA01g04390D	19
BnaA01g04390D--BnaA01g04380D	20
BnaA01g04390D--BnaA01g04380D--BnaCnng59900D	3
BnaA01g04390D--BnaA01g04380D--BnaCnng61020D	4
BnaA01g04390D--BnaCnng59900D	20
BnaA01g04420D	85
BnaA01g04430D	12
BnaA01g04440D	73
BnaA01g04450D	113
BnaA01g04460D	17
BnaA01g04470D	9
BnaA01g04480D	69
BnaA01g04480D--BnaA08g12150D	1
BnaA01g04510D	104
BnaA01g04510D--BnaA08g12170D	13
BnaA01g04520D	73
BnaA01g04520D--BnaC03g67280D	3
BnaA01g04540D	65
BnaA01g04550D	107
BnaA01g04560D	4
BnaA01g04570D	15
BnaA01g04580D	3
BnaA01g04590D	30
BnaA01g04600D	492
BnaA01g04600D--BnaA03g52020D	5
BnaA01g04610D	7
BnaA01g04620D	195
BnaA01g04640D	27
BnaA01g04650D	55
BnaA01g04660D	188
BnaA01g04660D--BnaA08g12240D	1
BnaA01g04670D	43
BnaA01g04680D	5
BnaA01g04700D	252
BnaA01g04710D	22
BnaA01g04720D	10
BnaA01g04730D	68
BnaA01g04740D	1779
BnaA01g04750D	59
BnaA01g04750D--BnaC02g17910D	3
BnaA01g04750D--BnaC02g17910D--BnaC02g46090D	2
BnaA01g04750D--BnaC02g46090D	1
BnaA01g04760D	45
BnaA01g04760D--BnaA08g30620D	12
BnaA01g04770D	70
BnaA01g04770D--BnaA03g51930D	4
BnaA01g04780D	32
BnaA01g04780D--BnaA08g30600D	3
BnaA01g04790D	44
BnaA01g04800D	17
BnaA01g04840D	62
BnaA01g04850D	173
BnaA01g04860D	19
BnaA01g04870D	55
BnaA01g04880D	38
BnaA01g04890D	270
BnaA01g04900D	1
BnaA01g04910D	166
BnaA01g04910D--BnaA03g51850D	1
BnaA01g04920D	146
BnaA01g04930D	1
BnaA01g04950D	2
BnaA01g04950D--BnaA03g13990D--BnaA02g02380D	3
BnaA01g04950D--BnaA03g13990D--BnaA02g02380D--BnaC02g06380D	8
BnaA01g04970D	42
BnaA01g04980D	67
BnaA01g04980D--BnaC01g40770D	5
BnaA01g05010D	15
BnaA01g05020D	54
BnaA01g05040D	30
BnaA01g05060D	12
BnaA01g05070D	38
BnaA01g05080D	39
BnaA01g05080D--BnaA03g51720D--BnaCnng51890D	4
BnaA01g05080D--BnaA08g07530D	9
BnaA01g05090D	23
BnaA01g05090D--BnaA08g12370D	3
BnaA01g05100D	49
BnaA01g05110D	105
BnaA01g05110D--BnaA08g12390D	1
BnaA01g05120D	233
BnaA01g05130D	66
BnaA01g05130D--BnaA02g00470D--BnaA09g17440D--BnaC02g00390D--BnaC03g77310D--BnaA08g30710D	1
BnaA01g05130D--BnaA03g02870D--BnaC03g04230D	3
BnaA01g05130D--BnaA09g17440D--BnaC03g77310D	4
BnaA01g05130D--BnaA09g17440D--BnaC03g77310D--BnaA08g30710D	14
BnaA01g05130D--BnaC03g04230D--BnaC09g46300D--BnaC03g77310D	3
BnaA01g05130D--BnaC03g77310D	10
BnaA01g05130D--BnaC03g77310D--BnaA08g30710D	1
BnaA01g05130D--BnaC09g46300D	5
BnaA01g05130D--BnaC09g46300D--BnaA09g17440D--BnaC03g77310D	1
BnaA01g05130D--BnaC09g46300D--BnaA09g17440D--BnaC03g77310D--BnaA08g30710D	1
BnaA01g05140D	13
BnaA01g05150D	2
BnaA01g05170D	18
BnaA01g05170D--BnaCnng52390D	251
BnaA01g05180D	510
BnaA01g05190D	38
BnaA01g05190D--BnaC01g00010D	55
BnaA01g05220D	58
BnaA01g05220D--BnaC01g00040D	20
BnaA01g05230D	24
BnaA01g05230D--BnaA01g30410D	1
BnaA01g05230D--BnaC01g00050D	25
BnaA01g05240D	40
BnaA01g05240D--BnaC01g00060D	12
BnaA01g05270D	3
BnaA01g05270D--BnaC01g00110D	2
BnaA01g05280D	3
BnaA01g05280D--BnaC01g00120D	7
BnaA01g05300D	121
BnaA01g05300D--BnaC01g00150D	238
BnaA01g05320D	400
BnaA01g05320D--BnaC01g00170D	36
BnaA01g05320D--BnaCnng71840D	1
BnaA01g05370D	18
BnaA01g05370D--BnaC01g00230D	1
BnaA01g05380D	178
BnaA01g05380D--BnaC01g00240D	134
BnaA01g05390D	33
BnaA01g05410D	377
BnaA01g05410D--BnaC01g00280D	74
BnaA01g05420D	6
BnaA01g05430D	1
BnaA01g05450D	46
BnaA01g05450D--BnaC01g00330D	62
BnaA01g05480D	16
BnaA01g05480D--BnaC01g00350D	19
BnaA01g05480D--BnaC01g00350D--BnaA07g01740D	1
BnaA01g05490D	132
BnaA01g05490D--BnaC01g40650D	3
BnaA01g05490D--BnaC01g40660D	21
BnaA01g05500D	4
BnaA01g05510D	62
BnaA01g05510D--BnaC01g00370D	114
BnaA01g05520D	11
BnaA01g05520D--BnaC01g00400D	8
BnaA01g05530D	76
BnaA01g05530D--BnaC01g00410D	17
BnaA01g05530D--BnaC01g00410D--BnaC06g43280D	2
BnaA01g05540D	129
BnaA01g05540D--BnaC01g00420D	40
BnaA01g05550D	12
BnaA01g05560D	12
BnaA01g05560D--BnaC01g00440D	4
BnaA01g05570D	4
BnaA01g05570D--BnaC01g00450D	1
BnaA01g05610D	64
BnaA01g05610D--BnaA06g40470D--BnaA06g40510D	1
BnaA01g05610D--BnaA06g40510D	6
BnaA01g05610D--BnaC01g00490D	78
BnaA01g05610D--BnaC01g00490D--BnaA06g40470D--BnaA06g40510D	8
BnaA01g05610D--BnaC01g00490D--BnaC03g76410D	7
BnaA01g05610D--BnaC03g76410D	3
BnaA01g05620D	8
BnaA01g05620D--BnaC01g00510D	5
BnaA01g05630D	1
BnaA01g05630D--BnaC01g00540D	3
BnaA01g05660D	51
BnaA01g05660D--BnaC01g00540D	19
BnaA01g05670D	213
BnaA01g05670D--BnaC01g00550D	101
BnaA01g05670D--BnaC01g00550D--BnaC03g76360D	23
BnaA01g05690D	65
BnaA01g05690D--BnaC01g00570D	34
BnaA01g05690D--BnaCnng62920D	1
BnaA01g05700D	1
BnaA01g05710D	1
BnaA01g05720D	96
BnaA01g05720D--BnaC01g00600D	105
BnaA01g05730D	1
BnaA01g05730D--BnaC01g00610D	2
BnaA01g05760D	6
BnaA01g05770D	6
BnaA01g05780D	10
BnaA01g05800D	10
BnaA01g05810D	13
BnaA01g05820D	15
BnaA01g05820D--BnaC02g46670D	1
BnaA01g05830D	24
BnaA01g05840D	262
BnaA01g05860D	2
BnaA01g05890D	38
BnaA01g05900D	30
BnaA01g05920D	133
BnaA01g05950D	54
BnaA01g05960D	22
BnaA01g05960D--BnaC03g67710D	1
BnaA01g05970D	5
BnaA01g05980D	6
BnaA01g05990D	43
BnaA01g06000D	21
BnaA01g06010D	103
BnaA01g06020D	70
BnaA01g06030D	31
BnaA01g06040D	22
BnaA01g06090D	11
BnaA01g06100D	81
BnaA01g06110D	4
BnaA01g06120D	3
BnaA01g06130D	24
BnaA01g06150D	3
BnaA01g06160D	56
BnaA01g06170D	4
BnaA01g06180D	390
BnaA01g06190D	110
BnaA01g06210D	8
BnaA01g06220D	225
BnaA01g06230D	9
BnaA01g06240D	9
BnaA01g06250D	40
BnaA01g06270D	5
BnaA01g06310D	23
BnaA01g06320D	1
BnaA01g06330D	113
BnaA01g06340D	44
BnaA01g06350D	53
BnaA01g06370D	33
BnaA01g06370D--BnaAnng29890D	3
BnaA01g06380D	6
BnaA01g06380D--BnaAnng29900D	28
BnaA01g06390D	5
BnaA01g06410D	7
BnaA01g06410D--BnaAnng32430D	2
BnaA01g06420D	132
BnaA01g06430D	5
BnaA01g06440D	252
BnaA01g06440D--BnaA05g26280D	47
BnaA01g06450D	4
BnaA01g06450D--BnaA01g06370D	1
BnaA01g06460D	26
BnaA01g06460D--BnaA01g06380D	3
BnaA01g06460D--BnaA01g06380D--BnaAnng29900D	1
BnaA01g06460D--BnaA01g06390D	7
BnaA01g06470D	1
BnaA01g06490D	38
BnaA01g06500D	1
BnaA01g06520D	17
BnaA01g06530D	115
BnaA01g06540D	72
BnaA01g06570D	5
BnaA01g06600D	65
BnaA01g06610D	46
BnaA01g06610D--BnaA03g50170D	2
BnaA01g06610D--BnaC04g08650D--BnaA03g50170D	3
BnaA01g06610D--BnaCnng70410D	64
BnaA01g06620D	3
BnaA01g06640D	19
BnaA01g06660D	6
BnaA01g06670D	54
BnaA01g06680D	17
BnaA01g06690D	2
BnaA01g06700D	26
BnaA01g06710D	1
BnaA01g06730D	54
BnaA01g06730D--BnaA03g50070D	1
BnaA01g06740D	1
BnaA01g06750D	29
BnaA01g06760D	28
BnaA01g06770D	24
BnaA01g06780D	47
BnaA01g06800D	119
BnaA01g06800D--BnaAnng10960D	3
BnaA01g06810D	59
BnaA01g06820D	1431
BnaA01g06820D--BnaAnng10910D	1
BnaA01g06820D--BnaAnng23670D	1084
BnaA01g06830D	2
BnaA01g06830D--BnaCnng52220D	2
BnaA01g06850D	78
BnaA01g06850D--BnaAnng10840D--BnaC07g50870D	3
BnaA01g06850D--BnaCnng29560D	1
BnaA01g06860D	15
BnaA01g06880D	6
BnaA01g06890D	2
BnaA01g06900D	3
BnaA01g06910D	6
BnaA01g06910D--BnaC07g42330D	2
BnaA01g06940D	112
BnaA01g06940D--BnaC07g42280D	1
BnaA01g06970D	10
BnaA01g06990D	20
BnaA01g07000D	136
BnaA01g07010D	9
BnaA01g07050D	17
BnaA01g07050D--BnaCnng73910D	48
BnaA01g07050D--BnaCnng73910D--BnaUnng04640D	1
BnaA01g07060D	21
BnaA01g07070D	1
BnaA01g07090D	237
BnaA01g07090D--BnaC07g42220D	1
BnaA01g07100D	53
BnaA01g07110D	27
BnaA01g07120D	5
BnaA01g07130D	9
BnaA01g07140D	74
BnaA01g07150D	30
BnaA01g07160D	8
BnaA01g07170D	66
BnaA01g07190D	89
BnaA01g07190D--BnaA01g07660D	1
BnaA01g07200D	21
BnaA01g07200D--BnaCnng42150D	2
BnaA01g07210D	3
BnaA01g07220D	49
BnaA01g07240D	35
BnaA01g07270D	69
BnaA01g07280D	72
BnaA01g07290D	20
BnaA01g07320D	9
BnaA01g07330D	21
BnaA01g07340D	44
BnaA01g07340D--BnaC07g41980D	4
BnaA01g07350D	81
BnaA01g07360D	117
BnaA01g07420D	34
BnaA01g07430D	34
BnaA01g07440D	6
BnaA01g07450D	102
BnaA01g07460D	22
BnaA01g07470D	99
BnaA01g07480D	36
BnaA01g07540D	44
BnaA01g07550D	32
BnaA01g07570D--BnaA01g07550D	2
BnaA01g07610D	90
BnaA01g07620D	11
BnaA01g07640D	52
BnaA01g07660D	32
BnaA01g07660D--BnaA09g10060D	1
BnaA01g07670D	2
BnaA01g07690D	48
BnaA01g07690D--BnaCnng53100D	27
BnaA01g07720D	5
BnaA01g07720D--BnaAnng17710D	7
BnaA01g07750D	65
BnaA01g07750D--BnaAnng17740D	26
BnaA01g07790D--BnaAnng33770D	24
BnaA01g07800D	18
BnaA01g07800D--BnaA01g07770D	1
BnaA01g07800D--BnaA01g07770D--BnaAnng33770D	1
BnaA01g07800D--BnaAnng24860D	35
BnaA01g07800D--BnaAnng24860D--BnaAnng33770D	68
BnaA01g07800D--BnaAnng33770D	17
BnaA01g07800D--BnaCnng20270D--BnaCnng54180D--BnaAnng24860D--BnaAnng33770D	12
BnaA01g07810D	9
BnaA01g07820D	40
BnaA01g07830D	495
BnaA01g07860D	151
BnaA01g07890D	57
BnaA01g07900D	117
BnaA01g07910D	88
BnaA01g07920D	9
BnaA01g07930D	16
BnaA01g07940D	45
BnaA01g07950D	1
BnaA01g07960D	52
BnaA01g07970D	4
BnaA01g07980D	36
BnaA01g08010D	3
BnaA01g08020D	11
BnaA01g08030D	1
BnaA01g08040D	1
BnaA01g08050D	2
BnaA01g08060D	5
BnaA01g08080D	56
BnaA01g08080D--BnaA09g54920D	8
BnaA01g08090D	1
BnaA01g08120D	75
BnaA01g08130D	77
BnaA01g08140D	68
BnaA01g08150D	1190
BnaA01g08160D	85
BnaA01g08170D	4
BnaA01g08200D	95
BnaA01g08200D--BnaCnng47770D	209
BnaA01g08210D	2
BnaA01g08210D--BnaCnng47760D	4
BnaA01g08240D	42
BnaA01g08240D--BnaC01g09790D	34
BnaA01g08260D	94
BnaA01g08260D--BnaC01g09810D	49
BnaA01g08270D	14
BnaA01g08270D--BnaC01g09820D	12
BnaA01g08280D	22
BnaA01g08280D--BnaC01g09830D	11
BnaA01g08290D	4
BnaA01g08290D--BnaC01g09840D	3
BnaA01g08300D	20
BnaA01g08300D--BnaC01g09850D	12
BnaA01g08310D	70
BnaA01g08310D--BnaC01g09860D	12
BnaA01g08330D	39
BnaA01g08330D--BnaC01g09880D	32
BnaA01g08340D	1
BnaA01g08340D--BnaC01g09890D	1
BnaA01g08360D	23
BnaA01g08360D--BnaC01g09910D	47
BnaA01g08370D	3
BnaA01g08380D	20
BnaA01g08380D--BnaC01g09930D	13
BnaA01g08390D	2
BnaA01g08400D	2
BnaA01g08410D	4
BnaA01g08410D--BnaC01g09950D	3
BnaA01g08430D	10
BnaA01g08430D--BnaC01g09970D	8
BnaA01g08440D	47
BnaA01g08440D--BnaC01g09980D	156
BnaA01g08450D	25
BnaA01g08450D--BnaC01g10000D	1
BnaA01g08460D	4
BnaA01g08460D--BnaC01g10010D	4
BnaA01g08470D	1
BnaA01g08480D	21
BnaA01g08480D--BnaCnng56940D	12
BnaA01g08490D	9
BnaA01g08490D--BnaC01g10190D	18
BnaA01g08500D	12
BnaA01g08500D--BnaC01g10200D	25
